"","Voyage","Deployment","Acc","Taxa","CAAB","weight_g","Count","sub","comment","Storage_temp","Preservative","Container name","ACat","Taxa_Groups","Message ID","Latitude","Longitude","Site","Net_Name","Depth_Stratum","daylight","date_start","lat_decdeg_start","DateR_start","long_decdeg_start","lat_decdeg_stop","long_decdeg_stop","Site_stop","date_stop","DateR_stop","towtime","Speed_mpm","distance_m","VolumeFiltered_m3"
"330","in2020_v08",7,39,"Salpa spp.",35103908,2,1,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",248,"47  05.8 S","141  23.16 E","SOTS","RMT16","Lmeso","Day",2020-12-12 04:25:00,-46.9033333333333,"12/12/2020 4:25",-140.614,-46.9305,-140.576333333333,"SOTS",2020-12-12 06:25:00,"12/12/2020 6:25",120,30.867284,3704.07408,59265.18528
"331","in2020_v08",12,20,"Salpa spp.",35103908,4,9,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Tunicates","Tunicates",256,"47  04.77 S","141  21.82 E","SOTS","RMT16","Meso","Night",2020-12-14 14:23:00,-46.9205,"14/12/2020 14:23",-140.636333333333,-46.9323333333333,-140.644166666667,"SOTS",2020-12-14 15:03:00,"14/12/2020 15:03",40,30.867284,1234.69136,19755.06176
"332","in2020_v08",16,22,"Salpa spp.",35103908,0.5,1,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",264,"47  05.03 S","141  22.09 E","SOTS","RMT16","Meso","Day",2020-12-18 01:07:00,-46.9161666666667,"18/12/2020 1:07",-140.631833333333,-46.9093333333333,-140.643333333333,"SOTS",2020-12-18 01:47:00,"18/12/2020 1:47",40,30.867284,1234.69136,19755.06176
"333","in2020_v08",21,1,"Salpa spp.",35103908,11,6,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Tunicates","Tunicates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","in2020_v08",21,21,"Salpa spp.",35103908,0.5,5,"clear","with","Ambient","Formaldehyde","McCarthy Vial","Tunicates","Tunicates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","in2020_v08",22,42,"Salpa spp.",35103908,10,6,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",308,"47  04.39 S","141  20.91 E","SOTS","RMT16","Lmeso","Day",2020-12-20 02:51:00,-46.9268333333333,"20/12/2020 2:51",-140.6515,-46.9575,-140.681333333333,"SOTS",2020-12-20 04:51:00,"20/12/2020 4:51",120,30.867284,3704.07408,59265.18528
"336","in2020_v08",30,56,"Salpa spp.",35103908,2,4,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",572,"55  50.16 S","138  45.8 E","55S","RMT16","Lmeso","Day",2020-12-27 02:28:00,-54.164,"27/12/2020 2:28",-137.236666666667,-54.1838333333333,-137.337,"55S",2020-12-27 03:08:00,"27/12/2020 3:08",40,30.867284,1234.69136,19755.06176
"337","in2020_v08",36,56,"Salpa spp.",35103908,12,5,"probs","S","-20 degC",NA,NA,"Tunicates","Tunicates",708,"55  53.2 S","138  26.18 E","55S","RMT16","Lmeso","Day",2020-12-31 01:36:00,-54.1133333333333,"31/12/2020 1:36",-137.563666666667,-54.1341666666667,-137.612833333333,"55S",2020-12-31 03:36:00,"31/12/2020 3:36",120,30.867284,3704.07408,59265.18528
"338","in2020_v08",3,4,"Soestia zonaria",35103016,8,2,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",242,"47  07.17 S","141  22.36 E","SOTS","RMT16","Meso","Day",2020-12-10 02:28:00,-46.8805,"10/12/2020 2:28",-140.627333333333,-46.8716666666667,-140.644,"SOTS",2020-12-10 03:08:00,"10/12/2020 3:08",40,30.867284,1234.69136,19755.06176
"339","in2020_v08",5,9,"Soestia zonaria",35103016,18,5,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",244,"47  06.59 S","141  23.18 E","SOTS","RMT16","Epi","Night",2020-12-10 16:55:00,-46.8901666666667,"10/12/2020 16:55",-140.613666666667,-46.8816666666667,-140.629833333333,"SOTS",2020-12-10 17:35:00,"10/12/2020 17:35",40,30.867284,1234.69136,19755.06176
"340","in2020_v08",8,9,"Soestia zonaria",35103016,5,7,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",250,"47  04.74 S","141  21.9 E","SOTS","RMT16","Epi","Day",2020-12-13 23:31:00,-46.921,"13/12/2020 23:31",-140.635,-46.9336666666667,-140.636833333333,"SOTS",2020-12-14 00:11:00,"14/12/2020 0:11",40,30.867284,1234.69136,19755.06176
"341","in2020_v08",11,9,"Soestia zonaria",35103016,5,25,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",254,"47  04.77 S","141  22.33 E","SOTS","RMT16","Epi","Night",2020-12-14 11:23:00,-46.9205,"14/12/2020 11:23",-140.627833333333,-46.9333333333333,-140.636166666667,"SOTS",2020-12-14 12:03:00,"14/12/2020 12:03",40,30.867284,1234.69136,19755.06176
"342","in2020_v08",13,14,"Soestia zonaria",35103016,2,1,NA,NA,"-20 degC",NA,"Plastic bucket","Tunicates","Tunicates",258,"47  05.41 S","141  21.78 E","SOTS","RMT16","Lmeso","Night",2020-12-15 11:46:00,-46.9098333333333,"15/12/2020 11:46",-140.637,-46.8858333333333,-140.659833333333,"SOTS",2020-12-15 13:46:00,"15/12/2020 13:46",120,30.867284,3704.07408,59265.18528
"343","in2020_v08",14,4,"Soestia zonaria",35103016,75,38,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",260,"47  05.53 S","141  21.24 E","SOTS","RMT16","Lmeso","Day",2020-12-16 03:20:00,-46.9078333333333,"16/12/2020 3:20",-140.646,-46.8828333333333,-140.684833333333,"SOTS",2020-12-16 05:20:00,"16/12/2020 5:20",120,30.867284,3704.07408,59265.18528
"344","in2020_v08",16,12,"Soestia zonaria",35103016,0.5,2,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",264,"47  05.03 S","141  22.09 E","SOTS","RMT16","Meso","Day",2020-12-18 01:07:00,-46.9161666666667,"18/12/2020 1:07",-140.631833333333,-46.9093333333333,-140.643333333333,"SOTS",2020-12-18 01:47:00,"18/12/2020 1:47",40,30.867284,1234.69136,19755.06176
"345","in2020_v08",17,7,"Soestia zonaria",35103016,7,3,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",284,"47  05.07 S","141  21.91 E","SOTS","RMT16","Epi","Night",2020-12-18 11:21:00,-46.9155,"18/12/2020 11:21",-140.634833333333,-46.9163333333333,-140.643166666667,"SOTS",2020-12-18 12:01:00,"18/12/2020 12:01",40,30.867284,1234.69136,19755.06176
"346","in2020_v08",22,43,"Soestia zonaria",35103016,46,10,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",308,"47  04.39 S","141  20.91 E","SOTS","RMT16","Lmeso","Day",2020-12-20 02:51:00,-46.9268333333333,"20/12/2020 2:51",-140.6515,-46.9575,-140.681333333333,"SOTS",2020-12-20 04:51:00,"20/12/2020 4:51",120,30.867284,3704.07408,59265.18528
"347","in2020_v08",23,2,"Salpa fusiformis",35103014,12,12,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",423,"55  54.19 S","139  08.73 E","55S","RMT16","Epi","Day",2020-12-24 02:49:00,-54.0968333333333,"24/12/2020 2:49",-138.8545,-54.0986666666667,-138.881,"55S",2020-12-24 03:29:00,"24/12/2020 3:29",40,30.867284,1234.69136,19755.06176
"348","in2020_v08",24,9,"Salpa fusiformis",35103014,5,3,"aggregate","form","-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",465,"55  53.88 S","139  05.43 E","55S","RMT16","Meso","Day",2020-12-24 05:38:00,-54.102,"24/12/2020 5:38",-138.9095,-54.1038333333333,-138.936666666667,"55S",2020-12-24 06:18:00,"24/12/2020 6:18",40,30.867284,1234.69136,19755.06176
"349","in2020_v08",26,8,"Salpa fusiformis",35103014,8,7,NA,NA,NA,"discarded onboard",NA,"Tunicates","Tunicates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","in2020_v08",27,19,"Salpa fusiformis",35103014,3,2,"Note-","only","Ambient","discarded onboard",NA,"Tunicates","Tunicates",468,"55  50.75 S","138  59.51 E","55S","RMT16","Epi","Night",2020-12-25 13:23:00,-54.1541666666667,"25/12/2020 13:23",-137.008166666667,-54.1561666666667,-137.032166666667,"55S",2020-12-25 14:03:00,"25/12/2020 14:03",40,30.867284,1234.69136,19755.06176
"351","in2020_v08",28,35,"Salpa fusiformis",35103014,35,9,NA,NA,"-20 degC",NA,NA,"Tunicates","Tunicates",470,"55  49.52 S","138  55.39 E","55S","RMT16","Lmeso","Day",2020-12-26 05:28:00,-54.1746666666667,"26/12/2020 5:28",-137.076833333333,-54.211,-137.1255,"55S",2020-12-26 07:28:00,"26/12/2020 7:28",120,30.867284,3704.07408,59265.18528
"352","in2020_v08",29,55,"Salpa fusiformis",35103014,12,4,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",523,"55  47.02 S","138  34.82 E","55S","RMT16","Lmeso","Night",2020-12-26 15:44:00,-54.2163333333333,"26/12/2020 15:44",-137.419666666667,-54.2151666666667,-137.103166666667,"55S",2020-12-26 17:44:00,"26/12/2020 17:44",120,30.867284,3704.07408,59265.18528
"353","in2020_v08",30,42,"Salpa fusiformis",35103014,70,40,"aggregate","form","-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",572,"55  50.16 S","138  45.8 E","55S","RMT16","Lmeso","Day",2020-12-27 02:28:00,-54.164,"27/12/2020 2:28",-137.236666666667,-54.1838333333333,-137.337,"55S",2020-12-27 03:08:00,"27/12/2020 3:08",40,30.867284,1234.69136,19755.06176
"354","in2020_v08",31,3,"Salpa fusiformis",35103014,28,18,"aggregate",NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",520,"55  47.81 S","138  35.86 E","55S","RMT16","Epi","Night",2020-12-28 03:16:00,-54.2031666666667,"28/12/2020 3:16",-137.402333333333,-54.204,-137.416333333333,"55S",2020-12-28 03:56:00,"28/12/2020 3:56",40,30.867284,1234.69136,19755.06176
"355","in2020_v08",32,3,"Salpa fusiformis",35103014,110,36,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",524,"55  47.36 S","138  33.98 E","55S","RMT16","Meso","Day",2020-12-28 22:51:00,-54.2106666666667,"28/12/2020 22:51",-137.433666666667,-54.201,-137.449,"55S",2020-12-28 23:31:00,"28/12/2020 23:31",40,30.867284,1234.69136,19755.06176
"356","in2020_v08",33,2,"Salpa fusiformis",35103014,36,37,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",576,"55  48.24 S","138  22.54 E","55S","RMT16","Epi","Day",2020-12-30 18:25:00,-54.196,"30/12/2020 18:25",-137.624333333333,-54.1961666666667,-137.624666666667,"55S",2020-12-30 19:05:00,"30/12/2020 19:05",40,30.867284,1234.69136,19755.06176
"357","in2020_v08",33,17,"Salpa fusiformis",35103014,NA,5,"subsample","of","Ambient","Formaldehyde","McCarthy Vial","Tunicates","Tunicates",576,"55  48.24 S","138  22.54 E","55S","RMT16","Epi","Day",2020-12-30 18:25:00,-54.196,"30/12/2020 18:25",-137.624333333333,-54.1961666666667,-137.624666666667,"55S",2020-12-30 19:05:00,"30/12/2020 19:05",40,30.867284,1234.69136,19755.06176
"358","in2020_v08",34,7,"Salpa fusiformis",35103014,30,13,NA,NA,"-20 degC",NA,NA,"Tunicates","Tunicates",574,"55  49.67 S","138  35.14 E","55S","RMT16","Meso","Night",2020-12-29 13:42:00,-54.1721666666667,"29/12/2020 13:42",-137.414333333333,-54.1748333333333,-137.437666666667,"55S",2020-12-29 14:22:00,"29/12/2020 14:22",40,30.867284,1234.69136,19755.06176
"359","in2020_v08",35,46,"Salpa fusiformis",35103014,85,18,NA,NA,"-20 degC",NA,NA,"Tunicates","Tunicates",688,"55  49.77 S","138  26.23 E","55S","RMT16","Lmeso","Night",2020-12-30 15:43:00,-54.1705,"30/12/2020 15:43",-137.562833333333,-54.1906666666667,-137.6135,"55S",2020-12-30 17:43:00,"30/12/2020 17:43",120,30.867284,3704.07408,59265.18528
"360","in2020_v08",35,77,"Salpa fusiformis",35103014,NA,NA,"subsample","of","Ambient","Formaldehyde",NA,"Tunicates","Tunicates",688,"55  49.77 S","138  26.23 E","55S","RMT16","Lmeso","Night",2020-12-30 15:43:00,-54.1705,"30/12/2020 15:43",-137.562833333333,-54.1906666666667,-137.6135,"55S",2020-12-30 17:43:00,"30/12/2020 17:43",120,30.867284,3704.07408,59265.18528
"361","in2020_v08",36,52,"Salpa fusiformis",35103014,2,4,NA,NA,"-20 degC",NA,NA,"Tunicates","Tunicates",708,"55  53.2 S","138  26.18 E","55S","RMT16","Lmeso","Day",2020-12-31 01:36:00,-54.1133333333333,"31/12/2020 1:36",-137.563666666667,-54.1341666666667,-137.612833333333,"55S",2020-12-31 03:36:00,"31/12/2020 3:36",120,30.867284,3704.07408,59265.18528
"362","in2020_v08",37,9,"Salpa fusiformis",35103014,60,27,"See","#35","-20 degC",NA,NA,"Tunicates","Tunicates",705,"58  00.85 S","141  14.26 E","58S","RMT16","Epi","Night",2021-01-01 14:08:00,-57.9858333333333,"1/01/2021 14:08",-140.762333333333,-57.9943333333333,-140.781166666667,"58S",2021-01-01 14:48:00,"1/01/2021 14:48",40,30.867284,1234.69136,19755.06176
"363","in2020_v08",37,35,"Salpa fusiformis",35103014,NA,NA,"subsample","of","Ambient","Formaldehyde",NA,"Tunicates","Tunicates",705,"58  00.85 S","141  14.26 E","58S","RMT16","Epi","Night",2021-01-01 14:08:00,-57.9858333333333,"1/01/2021 14:08",-140.762333333333,-57.9943333333333,-140.781166666667,"58S",2021-01-01 14:48:00,"1/01/2021 14:48",40,30.867284,1234.69136,19755.06176
"364","in2020_v08",38,7,"Salpa fusiformis",35103014,107,27,NA,NA,"-20 degC",NA,NA,"Tunicates","Tunicates",703,"58  01.25 S","141  16.17 E","58S","RMT16","Meso","Day",2021-01-01 22:38:00,-57.9791666666667,"1/01/2021 22:38",-140.7305,-57.9861666666667,-140.749833333333,"58S",2021-01-01 23:18:00,"1/01/2021 23:18",40,30.867284,1234.69136,19755.06176
"365","in2020_v08",38,22,"Salpa fusiformis",35103014,NA,NA,"subsample",NA,NA,"Formaldehyde","McCarthy Vial","Tunicates","Tunicates",703,"58  01.25 S","141  16.17 E","58S","RMT16","Meso","Day",2021-01-01 22:38:00,-57.9791666666667,"1/01/2021 22:38",-140.7305,-57.9861666666667,-140.749833333333,"58S",2021-01-01 23:18:00,"1/01/2021 23:18",40,30.867284,1234.69136,19755.06176
"366","in2020_v08",39,4,"Salpa fusiformis",35103014,216,133,"aggregate",NA,"-20 degC",NA,NA,"Tunicates","Tunicates",701,"58  00.55 S","141  14.03 E","58S","RMT16","Epi","Day",2021-01-02 02:13:00,-57.9908333333333,"2/01/2021 2:13",-140.766166666667,-57.9976666666667,-140.784333333333,"58S",2021-01-02 02:53:00,"2/01/2021 2:53",40,30.867284,1234.69136,19755.06176
"367","in2020_v08",40,5,"Salpa fusiformis",35103014,19,22,NA,NA,"-20 degC",NA,NA,"Tunicates","Tunicates",699,"58  00.65 S","141  17.25 E","58S","RMT16","Meso","Night",2021-01-02 14:15:00,-57.9891666666667,"2/01/2021 14:15",-140.7125,-57.9815,-140.734333333333,"58S",2021-01-02 14:55:00,"2/01/2021 14:55",40,30.867284,1234.69136,19755.06176
"368","in2020_v08",41,24,"Salpa fusiformis",35103014,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",694,"57  58.61 S","141  19.16 E","58S","RMT16","Lmeso","Day",2021-01-04 02:39:00,-56.0231666666667,"4/01/2021 2:39",-140.680666666667,-56.046,-140.7225,"58S",2021-01-04 04:39:00,"4/01/2021 4:39",120,30.867284,3704.07408,59265.18528
"369","in2020_v08",42,33,"Salpa fusiformis",35103014,45,10,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",674,"57  58.83 S","141  22.64 E","58S","RMT16","Lmeso","Night",2021-01-04 12:38:00,-56.0195,"4/01/2021 12:38",-140.622666666667,-56.0561666666667,-140.745,"58S",2021-01-04 14:38:00,"4/01/2021 14:38",120,30.867284,3704.07408,59265.18528
"370","in2020_v08",44,15,"Salpa fusiformis",35103014,125,65,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",729,"57  58.55 S","141  32.12 E","58S","RMT16","Epi","Day",2021-01-06 04:58:00,-56.0241666666667,"6/01/2021 4:58",-140.464666666667,-56.0263333333333,-140.485,"58S",2021-01-06 05:38:00,"6/01/2021 5:38",40,30.867284,1234.69136,19755.06176
"371","in2020_v08",45,7,"Salpa fusiformis",35103014,30,10,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",731,"57  58.4 S","141  28.94 E","58S","RMT16","Meso","Day",2021-01-06 08:53:00,-56.0266666666667,"6/01/2021 8:53",-140.517666666667,-56.0288333333333,-140.550833333333,"58S",2021-01-06 09:33:00,"6/01/2021 9:33",40,30.867284,1234.69136,19755.06176
"372","in2020_v08",46,39,"Salpa fusiformis",35103014,80,23,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",733,"57  55.78 S","141  30.23 E","58S","RMT16","Lmeso","Night",2021-01-06 15:11:00,-56.0703333333333,"6/01/2021 15:11",-140.496166666667,-56.0768333333333,-140.557666666667,"58S",2021-01-06 17:11:00,"6/01/2021 17:11",120,30.867284,3704.07408,59265.18528
"373","in2020_v08",47,22,"Salpa fusiformis",35103014,3,3,NA,NA,NA,"discarded onboard",NA,"Tunicates","Tunicates",759,"57  55.76 S","141  27.68 E","58S","RMT16","Lmeso","Day",2021-01-07 04:55:00,-56.0706666666667,"7/01/2021 4:55",-140.538666666667,-56.0785,-140.589,"58S",2021-01-07 06:55:00,"7/01/2021 6:55",120,30.867284,3704.07408,59265.18528
"374","in2020_v08",49,13,"Salpa fusiformis",35103014,123,49,NA,NA,"Ambient","Formaldehyde",NA,"Tunicates","Tunicates",755,"57  53.79 S","141  34.42 E","58S","RMT16","Epi","Night",2021-01-07 14:00:00,-56.1035,"7/01/2021 14:00",-140.426333333333,-56.1016666666667,-140.451333333333,"58S",2021-01-07 14:40:00,"7/01/2021 14:40",40,30.867284,1234.69136,19755.06176
"375","in2020_v08",53,9,"Salpa fusiformis",35103014,30,9,NA,NA,NA,"discarded onboard",NA,"Tunicates","Tunicates",818,"57  52.36 S","141  36.4 E","58S","RMT16","Meso","Night",2021-01-09 14:23:00,-56.1273333333333,"9/01/2021 14:23",-140.393333333333,-56.1291666666667,-140.4115,"58S",2021-01-09 15:03:00,"9/01/2021 15:03",40,30.867284,1234.69136,19755.06176
"376","in2020_v08",24,10,"Ritteriella amboinensis",35103012,27,11,"solitary","-","-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",465,"55  53.88 S","139  05.43 E","55S","RMT16","Meso","Day",2020-12-24 05:38:00,-54.102,"24/12/2020 5:38",-138.9095,-54.1038333333333,-138.936666666667,"55S",2020-12-24 06:18:00,"24/12/2020 6:18",40,30.867284,1234.69136,19755.06176
"377","in2020_v08",5,20,"Cyclosalpa bakeri",35103002,88,72,"unknown","preservation",NA,"discarded onboard",NA,"Tunicates","Tunicates",244,"47  06.59 S","141  23.18 E","SOTS","RMT16","Epi","Night",2020-12-10 16:55:00,-46.8901666666667,"10/12/2020 16:55",-140.613666666667,-46.8816666666667,-140.629833333333,"SOTS",2020-12-10 17:35:00,"10/12/2020 17:35",40,30.867284,1234.69136,19755.06176
"378","in2020_v08",5,26,"Cyclosalpa bakeri",35103002,36,20,"subsample",NA,"Ambient","Formaldehyde","McCarthy Vial","Tunicates","Tunicates",244,"47  06.59 S","141  23.18 E","SOTS","RMT16","Epi","Night",2020-12-10 16:55:00,-46.8901666666667,"10/12/2020 16:55",-140.613666666667,-46.8816666666667,-140.629833333333,"SOTS",2020-12-10 17:35:00,"10/12/2020 17:35",40,30.867284,1234.69136,19755.06176
"379","in2020_v08",13,20,"Cyclosalpa bakeri",35103002,5,1,"Discarded",NA,NA,NA,NA,"Tunicates","Tunicates",258,"47  05.41 S","141  21.78 E","SOTS","RMT16","Lmeso","Night",2020-12-15 11:46:00,-46.9098333333333,"15/12/2020 11:46",-140.637,-46.8858333333333,-140.659833333333,"SOTS",2020-12-15 13:46:00,"15/12/2020 13:46",120,30.867284,3704.07408,59265.18528
"380","in2020_v08",15,11,"Cyclosalpa bakeri",35103002,207,11,"gooey","salp","-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",262,"47  04.96 S","141  21.45 E","SOTS","RMT16","Epi","Day",2020-12-17 21:19:00,-46.9173333333333,"17/12/2020 21:19",-140.6425,-46.929,-140.651666666667,"SOTS",2020-12-17 21:59:00,"17/12/2020 21:59",40,30.867284,1234.69136,19755.06176
"381","in2020_v08",17,23,"Cyclosalpa bakeri",35103002,33,NA,"not","measured.",NA,"discarded onboard",NA,"Tunicates","Tunicates",284,"47  05.07 S","141  21.91 E","SOTS","RMT16","Epi","Night",2020-12-18 11:21:00,-46.9155,"18/12/2020 11:21",-140.634833333333,-46.9163333333333,-140.643166666667,"SOTS",2020-12-18 12:01:00,"18/12/2020 12:01",40,30.867284,1234.69136,19755.06176
"382","in2020_v08",18,25,"Cyclosalpa bakeri",35103002,1,3,"Discarded","on",NA,"discarded onboard",NA,"Tunicates","Tunicates",287,"47  05.03 S","141  20.77 E","SOTS","RMT16","Meso","Night",2020-12-19 14:28:00,-46.9161666666667,"19/12/2020 14:28",-140.653833333333,-46.9168333333333,-140.610666666667,"SOTS",2020-12-19 15:08:00,"19/12/2020 15:08",40,30.867284,1234.69136,19755.06176
"383","in2020_v08",19,19,"Cyclosalpa bakeri",35103002,1029,NA,"discarded",NA,NA,"discarded onboard",NA,"Tunicates","Tunicates",289,"47  05.14 S","141  21.68 E","SOTS","RMT16","200-100m_scattering_layer","Day",2020-12-19 04:15:00,-46.9143333333333,"19/12/2020 4:15",-140.638666666667,-46.9153333333333,-140.6495,"SOTS",2020-12-19 04:35:00,"19/12/2020 4:35",20,30.867284,617.34568,9877.53088
"384","in2020_v08",20,3,"Cyclosalpa bakeri",35103002,5410,NA,"2","samples","Ambient","Formaldehyde","McCarthy Vial","Tunicates","Tunicates",297,"47  05 S","141  22.91 E","SOTS","RMT16","target_100to0m","Day",2020-12-19 07:21:00,-46.9166666666667,"19/12/2020 7:21",-140.618166666667,-46.9161666666667,-140.627833333333,"SOTS",2020-12-19 07:41:00,"19/12/2020 7:41",20,30.867284,617.34568,9877.53088
"385","in2020_v08",21,16,"Cyclosalpa bakeri",35103002,190,28,NA,NA,NA,"discarded onboard",NA,"Tunicates","Tunicates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","in2020_v08",10,15,"Salpidae - undifferentiated",35103000,40,12,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",252,"47  04.95 S","141  21.92 E","SOTS","RMT16","Meso","Day",2020-12-14 04:52:00,-46.9175,"14/12/2020 4:52",-140.634666666667,-46.9345,-140.6445,"SOTS",2020-12-14 05:32:00,"14/12/2020 5:32",40,30.867284,1234.69136,19755.06176
"387","in2020_v08",11,10,"Salpidae - undifferentiated",35103000,150,33,"sp.","1","-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",254,"47  04.77 S","141  22.33 E","SOTS","RMT16","Epi","Night",2020-12-14 11:23:00,-46.9205,"14/12/2020 11:23",-140.627833333333,-46.9333333333333,-140.636166666667,"SOTS",2020-12-14 12:03:00,"14/12/2020 12:03",40,30.867284,1234.69136,19755.06176
"388","in2020_v08",11,13,"Salpidae - undifferentiated",35103000,90,4,"sp.","3","-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",254,"47  04.77 S","141  22.33 E","SOTS","RMT16","Epi","Night",2020-12-14 11:23:00,-46.9205,"14/12/2020 11:23",-140.627833333333,-46.9333333333333,-140.636166666667,"SOTS",2020-12-14 12:03:00,"14/12/2020 12:03",40,30.867284,1234.69136,19755.06176
"389","in2020_v08",13,32,"Salpidae - undifferentiated",35103000,1,1,"less","than",NA,NA,NA,"Tunicates","Tunicates",258,"47  05.41 S","141  21.78 E","SOTS","RMT16","Lmeso","Night",2020-12-15 11:46:00,-46.9098333333333,"15/12/2020 11:46",-140.637,-46.8858333333333,-140.659833333333,"SOTS",2020-12-15 13:46:00,"15/12/2020 13:46",120,30.867284,3704.07408,59265.18528
"390","in2020_v08",15,8,"Salpidae - undifferentiated",35103000,0.5,8,"<","1",NA,"discarded onboard",NA,"Tunicates","Tunicates",262,"47  04.96 S","141  21.45 E","SOTS","RMT16","Epi","Day",2020-12-17 21:19:00,-46.9173333333333,"17/12/2020 21:19",-140.6425,-46.929,-140.651666666667,"SOTS",2020-12-17 21:59:00,"17/12/2020 21:59",40,30.867284,1234.69136,19755.06176
"391","in2020_v08",31,18,"Salpidae - undifferentiated",35103000,0.5,1,"<","1","Ambient","Formaldehyde","McCarthy Vial","Tunicates","Tunicates",520,"55  47.81 S","138  35.86 E","55S","RMT16","Epi","Night",2020-12-28 03:16:00,-54.2031666666667,"28/12/2020 3:16",-137.402333333333,-54.204,-137.416333333333,"55S",2020-12-28 03:56:00,"28/12/2020 3:56",40,30.867284,1234.69136,19755.06176
"392","in2020_v08",8,14,"Pyrostremma spinosum",35101002,1,1,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Tunicates","Tunicates",250,"47  04.74 S","141  21.9 E","SOTS","RMT16","Epi","Day",2020-12-13 23:31:00,-46.921,"13/12/2020 23:31",-140.635,-46.9336666666667,-140.636833333333,"SOTS",2020-12-14 00:11:00,"14/12/2020 0:11",40,30.867284,1234.69136,19755.06176
"393","in2020_v08",2,1,"Pyrosoma atlanticum",35101001,23,1,NA,NA,"-20 degC",NA,NA,"Tunicates","Tunicates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","in2020_v08",3,14,"Pyrosoma atlanticum",35101001,4989,31,"subsample","of","-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",242,"47  07.17 S","141  22.36 E","SOTS","RMT16","Meso","Day",2020-12-10 02:28:00,-46.8805,"10/12/2020 2:28",-140.627333333333,-46.8716666666667,-140.644,"SOTS",2020-12-10 03:08:00,"10/12/2020 3:08",40,30.867284,1234.69136,19755.06176
"395","in2020_v08",4,2,"Pyrosoma atlanticum",35101001,491,3,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","in2020_v08",5,21,"Pyrosoma atlanticum",35101001,5419,13,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",244,"47  06.59 S","141  23.18 E","SOTS","RMT16","Epi","Night",2020-12-10 16:55:00,-46.8901666666667,"10/12/2020 16:55",-140.613666666667,-46.8816666666667,-140.629833333333,"SOTS",2020-12-10 17:35:00,"10/12/2020 17:35",40,30.867284,1234.69136,19755.06176
