"","Voyage","Deployment","Acc","Taxa","CAAB","weight_g","Count","sub","comment","Storage_temp","Preservative","Container name","ACat","Taxa_Groups","Message ID","Latitude","Longitude","Site","Net_Name","Depth_Stratum","daylight","date_start","lat_decdeg_start","DateR_start","long_decdeg_start","lat_decdeg_stop","long_decdeg_stop","Site_stop","date_stop","DateR_stop","towtime","Speed_mpm","distance_m","VolumeFiltered_m3"
"1032","in2020_v08",29,29,"Clio recurva",24406004,0.5,2,"clio","-","Ambient","Ethanol 70%","McCarthy Vial","Pteropod","other",523,"55  47.02 S","138  34.82 E","55S","RMT16","Lmeso","Night",2020-12-26 15:44:00,-54.2163333333333,"26/12/2020 15:44",-137.419666666667,-54.2151666666667,-137.103166666667,"55S",2020-12-26 17:44:00,"26/12/2020 17:44",120,30.867284,3704.07408,59265.18528
"1033","in2020_v08",30,22,"Clio recurva",24406004,1,4,NA,NA,"-20 degC",NA,"Plastic Bag","Pteropod","other",572,"55  50.16 S","138  45.8 E","55S","RMT16","Lmeso","Day",2020-12-27 02:28:00,-54.164,"27/12/2020 2:28",-137.236666666667,-54.1838333333333,-137.337,"55S",2020-12-27 03:08:00,"27/12/2020 3:08",40,30.867284,1234.69136,19755.06176
"1034","in2020_v08",23,16,"Clio pyramidata",24406001,0.5,1,NA,NA,NA,"discarded onboard",NA,"Pteropod","other",423,"55  54.19 S","139  08.73 E","55S","RMT16","Epi","Day",2020-12-24 02:49:00,-54.0968333333333,"24/12/2020 2:49",-138.8545,-54.0986666666667,-138.881,"55S",2020-12-24 03:29:00,"24/12/2020 3:29",40,30.867284,1234.69136,19755.06176
"1035","in2020_v08",28,52,"Peracle spp.",24403901,0.5,1,NA,NA,"Ambient","Formaldehyde",NA,"Pteropod","other",470,"55  49.52 S","138  55.39 E","55S","RMT16","Lmeso","Day",2020-12-26 05:28:00,-54.1746666666667,"26/12/2020 5:28",-137.076833333333,-54.211,-137.1255,"55S",2020-12-26 07:28:00,"26/12/2020 7:28",120,30.867284,3704.07408,59265.18528
"1036","in2020_v08",23,20,"Limacina spp.",24401901,0.5,1,NA,NA,NA,"discarded onboard",NA,"Pteropod","other",423,"55  54.19 S","139  08.73 E","55S","RMT16","Epi","Day",2020-12-24 02:49:00,-54.0968333333333,"24/12/2020 2:49",-138.8545,-54.0986666666667,-138.881,"55S",2020-12-24 03:29:00,"24/12/2020 3:29",40,30.867284,1234.69136,19755.06176
"1037","in2020_v08",35,56,"Limacina spp.",24401901,0.5,1,"Not","sure",NA,NA,NA,"Pteropod","other",688,"55  49.77 S","138  26.23 E","55S","RMT16","Lmeso","Night",2020-12-30 15:43:00,-54.1705,"30/12/2020 15:43",-137.562833333333,-54.1906666666667,-137.6135,"55S",2020-12-30 17:43:00,"30/12/2020 17:43",120,30.867284,3704.07408,59265.18528
"1038","in2020_v08",29,9,"Order Thecosomata - undifferentiated",24400000,0.5,1,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Pteropod","other",523,"55  47.02 S","138  34.82 E","55S","RMT16","Lmeso","Night",2020-12-26 15:44:00,-54.2163333333333,"26/12/2020 15:44",-137.419666666667,-54.2151666666667,-137.103166666667,"55S",2020-12-26 17:44:00,"26/12/2020 17:44",120,30.867284,3704.07408,59265.18528
"1039","in2020_v08",29,27,"Order Thecosomata - undifferentiated",24400000,0.5,1,"red;",NA,"-20 degC",NA,"Plastic Bag","Pteropod","other",523,"55  47.02 S","138  34.82 E","55S","RMT16","Lmeso","Night",2020-12-26 15:44:00,-54.2163333333333,"26/12/2020 15:44",-137.419666666667,-54.2151666666667,-137.103166666667,"55S",2020-12-26 17:44:00,"26/12/2020 17:44",120,30.867284,3704.07408,59265.18528
"1040","in2020_v08",30,49,"Order Thecosomata - undifferentiated",24400000,2,2,NA,NA,"-20 degC",NA,"Plastic Bag","Pteropod","other",572,"55  50.16 S","138  45.8 E","55S","RMT16","Lmeso","Day",2020-12-27 02:28:00,-54.164,"27/12/2020 2:28",-137.236666666667,-54.1838333333333,-137.337,"55S",2020-12-27 03:08:00,"27/12/2020 3:08",40,30.867284,1234.69136,19755.06176
"1041","in2020_v08",41,50,"Order Thecosomata - undifferentiated",24400000,0.5,2,"<","1","-20 degC",NA,"Plastic Bag","Pteropod","other",694,"57  58.61 S","141  19.16 E","58S","RMT16","Lmeso","Day",2021-01-04 02:39:00,-56.0231666666667,"4/01/2021 2:39",-140.680666666667,-56.046,-140.7225,"58S",2021-01-04 04:39:00,"4/01/2021 4:39",120,30.867284,3704.07408,59265.18528
"1042","in2020_v08",47,9,"Order Thecosomata - undifferentiated",24400000,0.5,3,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Pteropod","other",759,"57  55.76 S","141  27.68 E","58S","RMT16","Lmeso","Day",2021-01-07 04:55:00,-56.0706666666667,"7/01/2021 4:55",-140.538666666667,-56.0785,-140.589,"58S",2021-01-07 06:55:00,"7/01/2021 6:55",120,30.867284,3704.07408,59265.18528
"1043","in2020_v08",52,21,"Order Thecosomata - undifferentiated",24400000,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Pteropod","other",816,"57  52.98 S","141  35.01 E","55S","RMT16","Targeted_850to750","Day",2021-01-09 01:36:00,-56.117,"9/01/2021 1:36",-140.4165,-56.117,-140.437333333333,"58S",2021-01-09 02:16:00,"9/01/2021 2:16",40,30.867284,1234.69136,19755.06176
"1044","in2020_v08",30,36,"Danilia spp.",24051901,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","pelagic gastropod","other",572,"55  50.16 S","138  45.8 E","55S","RMT16","Lmeso","Day",2020-12-27 02:28:00,-54.164,"27/12/2020 2:28",-137.236666666667,-54.1838333333333,-137.337,"55S",2020-12-27 03:08:00,"27/12/2020 3:08",40,30.867284,1234.69136,19755.06176
"1045","in2020_v08",29,32,"Class Gastropoda - undifferentiated",2.4e+07,0.5,1,"black",NA,"Ambient","Ethanol 70%","McCarthy Vial","pelagic gastropod","other",523,"55  47.02 S","138  34.82 E","55S","RMT16","Lmeso","Night",2020-12-26 15:44:00,-54.2163333333333,"26/12/2020 15:44",-137.419666666667,-54.2151666666667,-137.103166666667,"55S",2020-12-26 17:44:00,"26/12/2020 17:44",120,30.867284,3704.07408,59265.18528
"1046","in2020_v08",5,14,"Cranchiidae - undifferentiated",23643000,16,3,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod",244,"47  06.59 S","141  23.18 E","SOTS","RMT16","Epi","Night",2020-12-10 16:55:00,-46.8901666666667,"10/12/2020 16:55",-140.613666666667,-46.8816666666667,-140.629833333333,"SOTS",2020-12-10 17:35:00,"10/12/2020 17:35",40,30.867284,1234.69136,19755.06176
"1047","in2020_v08",5,25,"Cranchiidae - undifferentiated",23643000,0.5,1,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Cephalopod","Cephalopod",244,"47  06.59 S","141  23.18 E","SOTS","RMT16","Epi","Night",2020-12-10 16:55:00,-46.8901666666667,"10/12/2020 16:55",-140.613666666667,-46.8816666666667,-140.629833333333,"SOTS",2020-12-10 17:35:00,"10/12/2020 17:35",40,30.867284,1234.69136,19755.06176
"1048","in2020_v08",6,4,"Cranchiidae - undifferentiated",23643000,0.5,1,"juvenile;",NA,"Ambient","Formaldehyde","McCarthy Vial","Cephalopod","Cephalopod",246,"47  06.84 S","141  22.77 E","SOTS","RMT16","Lmeso","Night",2020-12-11 11:49:00,-46.886,"11/12/2020 11:49",-140.6205,-46.8473333333333,-140.678333333333,"SOTS",2020-12-11 13:49:00,"11/12/2020 13:49",120,30.867284,3704.07408,59265.18528
"1049","in2020_v08",7,34,"Cranchiidae - undifferentiated",23643000,0.5,1,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod",248,"47  05.8 S","141  23.16 E","SOTS","RMT16","Lmeso","Day",2020-12-12 04:25:00,-46.9033333333333,"12/12/2020 4:25",-140.614,-46.9305,-140.576333333333,"SOTS",2020-12-12 06:25:00,"12/12/2020 6:25",120,30.867284,3704.07408,59265.18528
"1050","in2020_v08",8,4,"Cranchiidae - undifferentiated",23643000,2,1,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Cephalopod","Cephalopod",250,"47  04.74 S","141  21.9 E","SOTS","RMT16","Epi","Day",2020-12-13 23:31:00,-46.921,"13/12/2020 23:31",-140.635,-46.9336666666667,-140.636833333333,"SOTS",2020-12-14 00:11:00,"14/12/2020 0:11",40,30.867284,1234.69136,19755.06176
"1051","in2020_v08",11,6,"Cranchiidae - undifferentiated",23643000,6,28,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Cephalopod","Cephalopod",254,"47  04.77 S","141  22.33 E","SOTS","RMT16","Epi","Night",2020-12-14 11:23:00,-46.9205,"14/12/2020 11:23",-140.627833333333,-46.9333333333333,-140.636166666667,"SOTS",2020-12-14 12:03:00,"14/12/2020 12:03",40,30.867284,1234.69136,19755.06176
"1052","in2020_v08",12,29,"Cranchiidae - undifferentiated",23643000,1,4,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod",256,"47  04.77 S","141  21.82 E","SOTS","RMT16","Meso","Night",2020-12-14 14:23:00,-46.9205,"14/12/2020 14:23",-140.636333333333,-46.9323333333333,-140.644166666667,"SOTS",2020-12-14 15:03:00,"14/12/2020 15:03",40,30.867284,1234.69136,19755.06176
"1053","in2020_v08",13,21,"Cranchiidae - undifferentiated",23643000,5,3,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod",258,"47  05.41 S","141  21.78 E","SOTS","RMT16","Lmeso","Night",2020-12-15 11:46:00,-46.9098333333333,"15/12/2020 11:46",-140.637,-46.8858333333333,-140.659833333333,"SOTS",2020-12-15 13:46:00,"15/12/2020 13:46",120,30.867284,3704.07408,59265.18528
"1054","in2020_v08",14,23,"Cranchiidae - undifferentiated",23643000,1,1,"two","different","-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod",260,"47  05.53 S","141  21.24 E","SOTS","RMT16","Lmeso","Day",2020-12-16 03:20:00,-46.9078333333333,"16/12/2020 3:20",-140.646,-46.8828333333333,-140.684833333333,"SOTS",2020-12-16 05:20:00,"16/12/2020 5:20",120,30.867284,3704.07408,59265.18528
"1055","in2020_v08",15,12,"Cranchiidae - undifferentiated",23643000,0.5,7,"<","1","Ambient","Formaldehyde","McCarthy Vial","Cephalopod","Cephalopod",262,"47  04.96 S","141  21.45 E","SOTS","RMT16","Epi","Day",2020-12-17 21:19:00,-46.9173333333333,"17/12/2020 21:19",-140.6425,-46.929,-140.651666666667,"SOTS",2020-12-17 21:59:00,"17/12/2020 21:59",40,30.867284,1234.69136,19755.06176
"1056","in2020_v08",17,2,"Cranchiidae - undifferentiated",23643000,50,30,NA,NA,"Ambient","Formaldehyde","Cryovial","Cephalopod","Cephalopod",284,"47  05.07 S","141  21.91 E","SOTS","RMT16","Epi","Night",2020-12-18 11:21:00,-46.9155,"18/12/2020 11:21",-140.634833333333,-46.9163333333333,-140.643166666667,"SOTS",2020-12-18 12:01:00,"18/12/2020 12:01",40,30.867284,1234.69136,19755.06176
"1057","in2020_v08",18,5,"Cranchiidae - undifferentiated",23643000,1,2,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Cephalopod","Cephalopod",287,"47  05.03 S","141  20.77 E","SOTS","RMT16","Meso","Night",2020-12-19 14:28:00,-46.9161666666667,"19/12/2020 14:28",-140.653833333333,-46.9168333333333,-140.610666666667,"SOTS",2020-12-19 15:08:00,"19/12/2020 15:08",40,30.867284,1234.69136,19755.06176
"1058","in2020_v08",19,11,"Cranchiidae - undifferentiated",23643000,8,0,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Cephalopod","Cephalopod",289,"47  05.14 S","141  21.68 E","SOTS","RMT16","200-100m_scattering_layer","Day",2020-12-19 04:15:00,-46.9143333333333,"19/12/2020 4:15",-140.638666666667,-46.9153333333333,-140.6495,"SOTS",2020-12-19 04:35:00,"19/12/2020 4:35",20,30.867284,617.34568,9877.53088
"1059","in2020_v08",20,8,"Cranchiidae - undifferentiated",23643000,1,6,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod",297,"47  05 S","141  22.91 E","SOTS","RMT16","target_100to0m","Day",2020-12-19 07:21:00,-46.9166666666667,"19/12/2020 7:21",-140.618166666667,-46.9161666666667,-140.627833333333,"SOTS",2020-12-19 07:41:00,"19/12/2020 7:41",20,30.867284,617.34568,9877.53088
"1060","in2020_v08",21,6,"Cranchiidae - undifferentiated",23643000,0.5,2,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Cephalopod","Cephalopod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061","in2020_v08",22,15,"Cranchiidae - undifferentiated",23643000,50,6,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod",308,"47  04.39 S","141  20.91 E","SOTS","RMT16","Lmeso","Day",2020-12-20 02:51:00,-46.9268333333333,"20/12/2020 2:51",-140.6515,-46.9575,-140.681333333333,"SOTS",2020-12-20 04:51:00,"20/12/2020 4:51",120,30.867284,3704.07408,59265.18528
"1062","in2020_v08",25,4,"Cranchiidae - undifferentiated",23643000,0.5,1,"wet","weight","Ambient","Formaldehyde","McCarthy Vial","Cephalopod","Cephalopod",466,"55  47.21 S","138  51.64 E","55S","RMT16","Meso","Night",2020-12-24 17:00:00,-54.2131666666667,"24/12/2020 17:00",-137.139333333333,-54.2136666666667,-137.138666666667,"55S",2020-12-24 17:40:00,"24/12/2020 17:40",40,30.867284,1234.69136,19755.06176
"1063","in2020_v08",28,34,"Cranchiidae - undifferentiated",23643000,0.5,2,"<","1","-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod",470,"55  49.52 S","138  55.39 E","55S","RMT16","Lmeso","Day",2020-12-26 05:28:00,-54.1746666666667,"26/12/2020 5:28",-137.076833333333,-54.211,-137.1255,"55S",2020-12-26 07:28:00,"26/12/2020 7:28",120,30.867284,3704.07408,59265.18528
"1064","in2020_v08",30,38,"Cranchiidae - undifferentiated",23643000,3,2,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod",572,"55  50.16 S","138  45.8 E","55S","RMT16","Lmeso","Day",2020-12-27 02:28:00,-54.164,"27/12/2020 2:28",-137.236666666667,-54.1838333333333,-137.337,"55S",2020-12-27 03:08:00,"27/12/2020 3:08",40,30.867284,1234.69136,19755.06176
"1065","in2020_v08",34,3,"Cranchiidae - undifferentiated",23643000,0.5,1,NA,NA,"Ambient","Formaldehyde",NA,"Cephalopod","Cephalopod",574,"55  49.67 S","138  35.14 E","55S","RMT16","Meso","Night",2020-12-29 13:42:00,-54.1721666666667,"29/12/2020 13:42",-137.414333333333,-54.1748333333333,-137.437666666667,"55S",2020-12-29 14:22:00,"29/12/2020 14:22",40,30.867284,1234.69136,19755.06176
"1066","in2020_v08",35,23,"Cranchiidae - undifferentiated",23643000,1,7,NA,NA,"Ambient","Formaldehyde",NA,"Cephalopod","Cephalopod",688,"55  49.77 S","138  26.23 E","55S","RMT16","Lmeso","Night",2020-12-30 15:43:00,-54.1705,"30/12/2020 15:43",-137.562833333333,-54.1906666666667,-137.6135,"55S",2020-12-30 17:43:00,"30/12/2020 17:43",120,30.867284,3704.07408,59265.18528
"1067","in2020_v08",36,46,"Cranchiidae - undifferentiated",23643000,3,4,NA,NA,"-20 degC",NA,NA,"Cephalopod","Cephalopod",708,"55  53.2 S","138  26.18 E","55S","RMT16","Lmeso","Day",2020-12-31 01:36:00,-54.1133333333333,"31/12/2020 1:36",-137.563666666667,-54.1341666666667,-137.612833333333,"55S",2020-12-31 03:36:00,"31/12/2020 3:36",120,30.867284,3704.07408,59265.18528
"1068","in2020_v08",40,6,"Cranchiidae - undifferentiated",23643000,1,7,NA,NA,"Ambient","Formaldehyde",NA,"Cephalopod","Cephalopod",699,"58  00.65 S","141  17.25 E","58S","RMT16","Meso","Night",2021-01-02 14:15:00,-57.9891666666667,"2/01/2021 14:15",-140.7125,-57.9815,-140.734333333333,"58S",2021-01-02 14:55:00,"2/01/2021 14:55",40,30.867284,1234.69136,19755.06176
"1069","in2020_v08",41,49,"Cranchiidae - undifferentiated",23643000,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod",694,"57  58.61 S","141  19.16 E","58S","RMT16","Lmeso","Day",2021-01-04 02:39:00,-56.0231666666667,"4/01/2021 2:39",-140.680666666667,-56.046,-140.7225,"58S",2021-01-04 04:39:00,"4/01/2021 4:39",120,30.867284,3704.07408,59265.18528
"1070","in2020_v08",42,21,"Cranchiidae - undifferentiated",23643000,0.5,1,NA,NA,NA,"discarded onboard",NA,"Cephalopod","Cephalopod",674,"57  58.83 S","141  22.64 E","58S","RMT16","Lmeso","Night",2021-01-04 12:38:00,-56.0195,"4/01/2021 12:38",-140.622666666667,-56.0561666666667,-140.745,"58S",2021-01-04 14:38:00,"4/01/2021 14:38",120,30.867284,3704.07408,59265.18528
"1071","in2020_v08",43,4,"Cranchiidae - undifferentiated",23643000,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod",686,"57  58.45 S","141  25.98 E","58S","RMT16","targeted_70to90m","Day",2021-01-05 03:17:00,-56.0258333333333,"5/01/2021 3:17",-140.567,-56.0285,-140.577833333333,"58S",2021-01-05 03:37:00,"5/01/2021 3:37",20,30.867284,617.34568,9877.53088
"1072","in2020_v08",44,19,"Cranchiidae - undifferentiated",23643000,0.5,2,"<","1","-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod",729,"57  58.55 S","141  32.12 E","58S","RMT16","Epi","Day",2021-01-06 04:58:00,-56.0241666666667,"6/01/2021 4:58",-140.464666666667,-56.0263333333333,-140.485,"58S",2021-01-06 05:38:00,"6/01/2021 5:38",40,30.867284,1234.69136,19755.06176
"1073","in2020_v08",45,12,"Cranchiidae - undifferentiated",23643000,5,3,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod",731,"57  58.4 S","141  28.94 E","58S","RMT16","Meso","Day",2021-01-06 08:53:00,-56.0266666666667,"6/01/2021 8:53",-140.517666666667,-56.0288333333333,-140.550833333333,"58S",2021-01-06 09:33:00,"6/01/2021 9:33",40,30.867284,1234.69136,19755.06176
"1074","in2020_v08",46,42,"Cranchiidae - undifferentiated",23643000,0.5,1,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod",733,"57  55.78 S","141  30.23 E","58S","RMT16","Lmeso","Night",2021-01-06 15:11:00,-56.0703333333333,"6/01/2021 15:11",-140.496166666667,-56.0768333333333,-140.557666666667,"58S",2021-01-06 17:11:00,"6/01/2021 17:11",120,30.867284,3704.07408,59265.18528
"1075","in2020_v08",48,4,"Cranchiidae - undifferentiated",23643000,1,3,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod",747,"57  55.77 S","141  33.69 E","58S","RMT16",NA,NA,2021-01-07 09:56:00,-56.0705,"7/01/2021 9:56",-140.4385,-56.0686666666667,-140.453666666667,"58S",2021-01-07 10:24:00,"7/01/2021 10:24",28,30.867284,864.283952,13828.543232
"1076","in2020_v08",48,4,"Cranchiidae - undifferentiated",23643000,1,3,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod",757,"57  55.79 S","141  33.46 E","58S","RMT16","targeted_60m","Day",2021-01-07 10:04:00,-56.0701666666667,"7/01/2021 10:04",-140.442333333333,-56.0686666666667,-140.453666666667,"58S",2021-01-07 10:24:00,"7/01/2021 10:24",20,30.867284,617.34568,9877.53088
"1077","in2020_v08",49,7,"Cranchiidae - undifferentiated",23643000,4,4,NA,NA,"-20 degC",NA,NA,"Cephalopod","Cephalopod",755,"57  53.79 S","141  34.42 E","58S","RMT16","Epi","Night",2021-01-07 14:00:00,-56.1035,"7/01/2021 14:00",-140.426333333333,-56.1016666666667,-140.451333333333,"58S",2021-01-07 14:40:00,"7/01/2021 14:40",40,30.867284,1234.69136,19755.06176
"1078","in2020_v08",53,24,"Cranchiidae - undifferentiated",23643000,0.5,1,"<","1",NA,"discarded onboard",NA,"Cephalopod","Cephalopod",818,"57  52.36 S","141  36.4 E","58S","RMT16","Meso","Night",2021-01-09 14:23:00,-56.1273333333333,"9/01/2021 14:23",-140.393333333333,-56.1291666666667,-140.4115,"58S",2021-01-09 15:03:00,"9/01/2021 15:03",40,30.867284,1234.69136,19755.06176
"1079","in2020_v08",14,10,"Histioteuthis spp.",23630901,3,2,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Cephalopod","Cephalopod",260,"47  05.53 S","141  21.24 E","SOTS","RMT16","Lmeso","Day",2020-12-16 03:20:00,-46.9078333333333,"16/12/2020 3:20",-140.646,-46.8828333333333,-140.684833333333,"SOTS",2020-12-16 05:20:00,"16/12/2020 5:20",120,30.867284,3704.07408,59265.18528
"1080","in2020_v08",17,5,"Histioteuthis spp.",23630901,0.5,4,"weight",NA,"Ambient","Formaldehyde","Cryovial","Cephalopod","Cephalopod",284,"47  05.07 S","141  21.91 E","SOTS","RMT16","Epi","Night",2020-12-18 11:21:00,-46.9155,"18/12/2020 11:21",-140.634833333333,-46.9163333333333,-140.643166666667,"SOTS",2020-12-18 12:01:00,"18/12/2020 12:01",40,30.867284,1234.69136,19755.06176
"1081","in2020_v08",22,66,"Histioteuthis spp.",23630901,2,1,NA,NA,NA,"discarded onboard",NA,"Cephalopod","Cephalopod",308,"47  04.39 S","141  20.91 E","SOTS","RMT16","Lmeso","Day",2020-12-20 02:51:00,-46.9268333333333,"20/12/2020 2:51",-140.6515,-46.9575,-140.681333333333,"SOTS",2020-12-20 04:51:00,"20/12/2020 4:51",120,30.867284,3704.07408,59265.18528
"1082","in2020_v08",11,37,"Pyroteuthidae - undifferentiated",23621902,NA,1,"juvenile",NA,"Ambient","Ethanol 70%","McCarthy Vial","Cephalopod","Cephalopod",254,"47  04.77 S","141  22.33 E","SOTS","RMT16","Epi","Night",2020-12-14 11:23:00,-46.9205,"14/12/2020 11:23",-140.627833333333,-46.9333333333333,-140.636166666667,"SOTS",2020-12-14 12:03:00,"14/12/2020 12:03",40,30.867284,1234.69136,19755.06176
"1083","in2020_v08",15,31,"Pyroteuthidae - undifferentiated",23621902,0.5,2,"<","1","Ambient","Formaldehyde","McCarthy Vial","Cephalopod","Cephalopod",262,"47  04.96 S","141  21.45 E","SOTS","RMT16","Epi","Day",2020-12-17 21:19:00,-46.9173333333333,"17/12/2020 21:19",-140.6425,-46.929,-140.651666666667,"SOTS",2020-12-17 21:59:00,"17/12/2020 21:59",40,30.867284,1234.69136,19755.06176
"1084","in2020_v08",46,44,"Order Teuthoidea - undifferentiated",23615000,35,1,"""teuthoid-","ommastrephid","-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod",733,"57  55.78 S","141  30.23 E","58S","RMT16","Lmeso","Night",2021-01-06 15:11:00,-56.0703333333333,"6/01/2021 15:11",-140.496166666667,-56.0768333333333,-140.557666666667,"58S",2021-01-06 17:11:00,"6/01/2021 17:11",120,30.867284,3704.07408,59265.18528
"1085","in2020_v08",3,2,"Sepiolidae - undifferentiated",23609000,0.5,1,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod",242,"47  07.17 S","141  22.36 E","SOTS","RMT16","Meso","Day",2020-12-10 02:28:00,-46.8805,"10/12/2020 2:28",-140.627333333333,-46.8716666666667,-140.644,"SOTS",2020-12-10 03:08:00,"10/12/2020 3:08",40,30.867284,1234.69136,19755.06176
"1086","in2020_v08",14,46,"Sepiolidae - undifferentiated",23609000,0.5,1,"with","number","-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod",260,"47  05.53 S","141  21.24 E","SOTS","RMT16","Lmeso","Day",2020-12-16 03:20:00,-46.9078333333333,"16/12/2020 3:20",-140.646,-46.8828333333333,-140.684833333333,"SOTS",2020-12-16 05:20:00,"16/12/2020 5:20",120,30.867284,3704.07408,59265.18528
"1087","in2020_v08",18,15,"Sepiolidae - undifferentiated",23609000,0.5,1,"wet","weight","Ambient","Formaldehyde","McCarthy Vial","Cephalopod","Cephalopod",287,"47  05.03 S","141  20.77 E","SOTS","RMT16","Meso","Night",2020-12-19 14:28:00,-46.9161666666667,"19/12/2020 14:28",-140.653833333333,-46.9168333333333,-140.610666666667,"SOTS",2020-12-19 15:08:00,"19/12/2020 15:08",40,30.867284,1234.69136,19755.06176
"1088","in2020_v08",35,44,"Sepiolidae - undifferentiated",23609000,2,2,NA,NA,"Ambient","Formaldehyde",NA,"Cephalopod","Cephalopod",688,"55  49.77 S","138  26.23 E","55S","RMT16","Lmeso","Night",2020-12-30 15:43:00,-54.1705,"30/12/2020 15:43",-137.562833333333,-54.1906666666667,-137.6135,"55S",2020-12-30 17:43:00,"30/12/2020 17:43",120,30.867284,3704.07408,59265.18528
"1089","in2020_v08",35,81,"Sepiolidae - undifferentiated",23609000,NA,NA,"Teaching","collection","Ambient","Formaldehyde",NA,"Cephalopod","Cephalopod",688,"55  49.77 S","138  26.23 E","55S","RMT16","Lmeso","Night",2020-12-30 15:43:00,-54.1705,"30/12/2020 15:43",-137.562833333333,-54.1906666666667,-137.6135,"55S",2020-12-30 17:43:00,"30/12/2020 17:43",120,30.867284,3704.07408,59265.18528
"1090","in2020_v08",42,46,"Sepiolidae - undifferentiated",23609000,0.5,1,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Cephalopod","Cephalopod",674,"57  58.83 S","141  22.64 E","58S","RMT16","Lmeso","Night",2021-01-04 12:38:00,-56.0195,"4/01/2021 12:38",-140.622666666667,-56.0561666666667,-140.745,"58S",2021-01-04 14:38:00,"4/01/2021 14:38",120,30.867284,3704.07408,59265.18528
"1091","in2020_v08",22,24,"Sepiidae - undifferentiated",23607000,12,7,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod",308,"47  04.39 S","141  20.91 E","SOTS","RMT16","Lmeso","Day",2020-12-20 02:51:00,-46.9268333333333,"20/12/2020 2:51",-140.6515,-46.9575,-140.681333333333,"SOTS",2020-12-20 04:51:00,"20/12/2020 4:51",120,30.867284,3704.07408,59265.18528
"1092","in2020_v08",6,20,"Class Cephalopoda - undifferentiated",23590000,0.5,1,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Cephalopod","Cephalopod",246,"47  06.84 S","141  22.77 E","SOTS","RMT16","Lmeso","Night",2020-12-11 11:49:00,-46.886,"11/12/2020 11:49",-140.6205,-46.8473333333333,-140.678333333333,"SOTS",2020-12-11 13:49:00,"11/12/2020 13:49",120,30.867284,3704.07408,59265.18528
"1093","in2020_v08",1,12,"Tomopteris spp.",22068901,0.5,1,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","worms","other",240,"44  45.13 S","145  22.94 E","Trawl","RMT16","Integrated","Day",2020-12-05 09:16:00,-43.2478333333333,"5/12/2020 9:16",-144.617666666667,-43.2748333333333,-144.642833333333,"Trawl",2020-12-05 10:36:00,"5/12/2020 10:36",80,30.867284,2469.38272,39510.12352
"1094","in2020_v08",27,2,"Tomopteris spp.",22068901,0.5,1,NA,NA,"Ambient","Formaldehyde",NA,"worms","other",468,"55  50.75 S","138  59.51 E","55S","RMT16","Epi","Night",2020-12-25 13:23:00,-54.1541666666667,"25/12/2020 13:23",-137.008166666667,-54.1561666666667,-137.032166666667,"55S",2020-12-25 14:03:00,"25/12/2020 14:03",40,30.867284,1234.69136,19755.06176
