"","Voyage","Deployment","Acc","Taxa","CAAB","weight_g","Count","sub","comment","Storage_temp","Preservative","Container name","ACat","Taxa_Groups"
"196","in2020_v08",21,2,"Cyclothone sp.",37106501,3,19,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"197","in2020_v08",26,1,"Cyclothone sp.",37106501,7,8,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"198","in2020_v08",28,11,"Cyclothone sp.",37106501,12,44,NA,NA,"-20 degC",NA,NA,"Fish","Fish"
"199","in2020_v08",30,1,"Cyclothone sp.",37106501,4,14,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"200","in2020_v08",35,4,"Cyclothone sp.",37106501,2,12,NA,NA,"-20 degC",NA,NA,"Fish","Fish"
"201","in2020_v08",36,16,"Cyclothone sp.",37106501,5,23,NA,NA,"-20 degC",NA,NA,"Fish","Fish"
"202","in2020_v08",41,8,"Cyclothone sp.",37106501,12,17,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"203","in2020_v08",42,3,"Cyclothone sp.",37106501,5,4,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"204","in2020_v08",46,3,"Cyclothone sp.",37106501,10,16,"13","frozen","-20 degC",NA,"Plastic Bag","Fish","Fish"
"205","in2020_v08",46,59,"Cyclothone sp.",37106501,NA,3,"subsample","#3.","Ambient","Formaldehyde",NA,"Fish","Fish"
"206","in2020_v08",47,3,"Cyclothone sp.",37106501,0.5,3,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"207","in2020_v08",48,2,"Cyclothone sp.",37106501,1,2,NA,NA,NA,"discarded onboard",NA,"Fish","Fish"
"208","in2020_v08",52,16,"Cyclothone sp.",37106501,0.5,2,"<","1",NA,"discarded onboard",NA,"Fish","Fish"
"209","in2020_v08",22,53,"Sigmops bathyphilus",37106020,8,3,"unidentified","fish","-20 degC",NA,"Plastic Bag","Fish","Fish"
"210","in2020_v08",5,1,"Diplophos rebainsi",37106010,20,2,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"211","in2020_v08",7,3,"Phosichthys argenteus",37106002,18,1,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"212","in2020_v08",14,41,"Winteria telescopa",37099003,5,2,"ID","confirmed","-20 degC",NA,"Plastic Bag","Fish","Fish"
"213","in2020_v08",22,55,"Winteria telescopa",37099003,1,1,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"214","in2020_v08",28,33,"Bathylagichthys spp.",37098901,16,1,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"215","in2020_v08",41,1,"Bathylagichthys spp.",37098901,12,1,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"216","in2020_v08",46,4,"Bathylagichthys spp.",37098901,15,1,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"217","in2020_v08",7,7,"Bathylagus sp.",37098501,45,2,"tenuis",NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"218","in2020_v08",22,45,"Bathylagus sp.",37098501,2,2,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"219","in2020_v08",28,14,"Bathylagus sp.",37098501,62,5,NA,NA,"-20 degC",NA,NA,"Fish","Fish"
"220","in2020_v08",28,32,"Bathylagus sp.",37098501,2,3,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"221","in2020_v08",29,10,"Bathylagus sp.",37098501,119,8,"Bathylagus","niger","-20 degC",NA,"Plastic Bag","Fish","Fish"
"222","in2020_v08",29,67,"Bathylagus sp.",37098501,2,8,"small",NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"223","in2020_v08",30,4,"Bathylagus sp.",37098501,120,1,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"224","in2020_v08",30,5,"Bathylagus sp.",37098501,14,4,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"225","in2020_v08",34,9,"Bathylagus sp.",37098501,4,1,NA,NA,"-20 degC",NA,NA,"Fish","Fish"
"226","in2020_v08",35,1,"Bathylagus sp.",37098501,99,4,"Bathylagus","niger","-20 degC",NA,NA,"Fish","Fish"
"227","in2020_v08",35,2,"Bathylagus sp.",37098501,2,2,NA,NA,"-20 degC",NA,NA,"Fish","Fish"
"228","in2020_v08",36,21,"Bathylagus sp.",37098501,60,2,"Bathylagus","niger","-20 degC",NA,NA,"Fish","Fish"
"229","in2020_v08",36,22,"Bathylagus sp.",37098501,18,5,NA,NA,"-20 degC",NA,NA,"Fish","Fish"
"230","in2020_v08",40,25,"Bathylagus sp.",37098501,63,5,"Bathylagus","niger","-20 degC",NA,NA,"Fish","Fish"
"231","in2020_v08",40,26,"Bathylagus sp.",37098501,1,1,NA,NA,"-20 degC",NA,NA,"Fish","Fish"
"232","in2020_v08",41,11,"Bathylagus sp.",37098501,37,2,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"233","in2020_v08",42,2,"Bathylagus sp.",37098501,45,7,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"234","in2020_v08",46,1,"Bathylagus sp.",37098501,25,7,"Bathylagus","niger","-20 degC",NA,"Plastic Bag","Fish","Fish"
"235","in2020_v08",47,2,"Bathylagus sp.",37098501,63,12,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"236","in2020_v08",52,14,"Bathylagus sp.",37098501,14,5,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"237","in2020_v08",53,1,"Bathylagus sp.",37098501,8,2,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"238","in2020_v08",14,42,"Microstoma australis",37097002,0.5,3,"ID","confirmed","-20 degC",NA,"Plastic Bag","Fish","Fish"
"239","in2020_v08",21,9,"Microstoma australis",37097002,0.5,1,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"240","in2020_v08",22,44,"Microstoma australis",37097002,1,7,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"241","in2020_v08",7,6,"Nemichthys scolopaceus",37076005,67,1,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"242","in2020_v08",12,3,"Nemichthys curvirostris",37076001,4,1,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"243","in2020_v08",7,55,"""Superclass"" Pisces - undifferentiated",3.7e+07,0.5,1,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"244","in2020_v08",3,17,"Larval Fish",NA,NA,5,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"245","in2020_v08",4,8,"Larval Fish",NA,6,18,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"246","in2020_v08",5,6,"Larval Fish",NA,0.5,14,NA,NA,"Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"247","in2020_v08",5,15,"Larval Fish",NA,0.5,4,"Idiocanthis","sp","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"248","in2020_v08",5,23,"Larval Fish",NA,0.5,10,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"249","in2020_v08",6,3,"Larval Fish",NA,NA,21,"fish","larvae;","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"250","in2020_v08",6,24,"Larval Fish",NA,0.5,11,NA,NA,"Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"251","in2020_v08",7,19,"Larval Fish",NA,1,30,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"252","in2020_v08",7,56,"Larval Fish",NA,0.5,30,NA,NA,"Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"253","in2020_v08",8,5,"Larval Fish",NA,0.5,15,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"254","in2020_v08",11,5,"Larval fish",NA,9,157,"split","with","Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"255","in2020_v08",11,16,"Larval Fish",NA,0.5,3,"paralepidid",NA,"Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"256","in2020_v08",11,17,"Larval Fish",NA,NA,16,"myctophids,","half","Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"257","in2020_v08",11,22,"Larval fish",NA,0.5,7,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"258","in2020_v08",11,27,"fish",NA,5,2,"Need","to","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"259","in2020_v08",11,30,"Larval fish",NA,8,104,"split","with","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"260","in2020_v08",11,36,"Larval Fish",NA,NA,16,"half","of","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"261","in2020_v08",12,7,"Larval Fish",NA,1,2,"myctophid",NA,NA,"Ethanol 70%","McCarthy Vial","Fish","Fish"
"262","in2020_v08",12,17,"Larval Fish",NA,1,15,NA,NA,NA,"Formaldehyde","McCarthy Vial","Fish","Fish"
"263","in2020_v08",12,18,"Larval Fish",NA,1,23,NA,NA,"Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"264","in2020_v08",13,18,"Larval Fish",NA,0.5,11,"less","than","Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"265","in2020_v08",13,37,"Larval Fish",NA,0.5,10,NA,NA,NA,"Formaldehyde","McCarthy Vial","Fish","Fish"
"266","in2020_v08",14,37,"Larval Fish",NA,0.5,2,"myctophid",NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"267","in2020_v08",14,44,"Larval fish",NA,2,47,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"268","in2020_v08",14,45,"Larval Fish",NA,0.5,1,"big",NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"269","in2020_v08",15,16,"Larval Fish",NA,0.5,2,"white","larval","Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"270","in2020_v08",15,17,"Larval Fish",NA,0.5,2,"striped","larval","Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"271","in2020_v08",15,18,"Larval Fish",NA,0.5,2,"clear","long","Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"272","in2020_v08",15,19,"Larval Fish",NA,0.5,1,"spotty","long","Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"273","in2020_v08",15,32,"Larval Fish",NA,0.5,27,"subsample","16","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"274","in2020_v08",15,33,"Larval Fish",NA,0.5,2,"subsample","of","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"275","in2020_v08",15,34,"Larval Fish",NA,0.5,3,"subsample","18clear","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"276","in2020_v08",15,35,"Larval Fish",NA,0.5,1,"susample","19","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"277","in2020_v08",16,13,"Larval Fish",NA,3,7,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"278","in2020_v08",17,27,"Larval Fish",NA,0.5,2,"weight",NA,"Ambient","Ethanol 80%","Cryovial","Fish","Fish"
"279","in2020_v08",17,29,"Larval Fish",NA,0.5,22,"long","clear","Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"280","in2020_v08",17,30,"Larval Fish",NA,NA,62,"Myctophid","larvae,","-20 degC",NA,"Plastic Bag","Fish","Fish"
"281","in2020_v08",17,31,"Larval Fish",NA,1,59,NA,NA,"Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"282","in2020_v08",17,32,"Larval Fish",NA,0.5,1,"Small","Spotted","Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"283","in2020_v08",17,35,"Larval Fish",NA,NA,30,"subsample","of","Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"284","in2020_v08",17,36,"Larval Fish",NA,NA,30,"subsample","of","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"285","in2020_v08",17,37,"Larval Fish",NA,NA,NA,"subsample","of","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"286","in2020_v08",17,38,"Larval Fish",NA,NA,NA,"subsample","of","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"287","in2020_v08",17,39,"Larval Fish",NA,NA,30,"subsample","#41","Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"288","in2020_v08",17,40,"Larval Fish",NA,NA,30,"subsample","#41","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"289","in2020_v08",17,41,"Larval Fish",NA,30,302,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"290","in2020_v08",17,42,"Larval Fish",NA,0.5,3,"Larvae","Paradiplospinus","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"291","in2020_v08",18,26,"Larval Fish",NA,1,20,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"292","in2020_v08",18,27,"Larval Fish",NA,2,35,NA,NA,"Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"293","in2020_v08",18,28,"Larval Fish",NA,0.5,6,"long","clear","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"294","in2020_v08",18,43,"Larval Fish",NA,NA,NA,"subsample","#27","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"295","in2020_v08",18,44,"Larval Fish",NA,18,171,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"296","in2020_v08",19,14,"Larval Fish",NA,2,39,"myctophid",NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"297","in2020_v08",19,15,"Larval Fish",NA,1,7,"long","clear","-20 degC",NA,"Plastic Bag","Fish","Fish"
"298","in2020_v08",19,16,"Larval Fish",NA,0.5,2,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"299","in2020_v08",19,17,"Larval Fish",NA,4,27,"clear",NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"300","in2020_v08",19,18,"Larval Fish",NA,0.5,1,"black","larval","-20 degC",NA,"Plastic Bag","Fish","Fish"
"301","in2020_v08",20,7,"Larval Fish",NA,1,21,"mixed",NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"302","in2020_v08",20,10,"Eel Larvae clear",NA,2,1,NA,NA,"Ambient","Ethanol 80%","McCarthy Vial","Fish","Fish"
"303","in2020_v08",20,18,"Larval Fish",NA,0.5,5,"long","clear","-20 degC",NA,"Plastic Bag","Fish","Fish"
"304","in2020_v08",21,7,"Larval Fish",NA,0.5,1,"long","clear","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"305","in2020_v08",21,8,"Larval Fish",NA,0.5,1,"torpedo","clear","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"306","in2020_v08",21,11,"Larval Fish",NA,0.5,2,"silver/black",NA,"Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"307","in2020_v08",21,12,"Larval Fish",NA,1,16,"clear",NA,"Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"308","in2020_v08",21,42,"Larval Fish",NA,1,2,"silver","black","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"309","in2020_v08",21,43,"Larval Fish",NA,1,NA,"clear","#","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"310","in2020_v08",22,34,"Bathylagus tenuis",NA,10,3,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"311","in2020_v08",22,46,"Larval Fish",NA,0.5,6,"silver","and","-20 degC",NA,"Plastic Bag","Fish","Fish"
"312","in2020_v08",22,47,"Fish",NA,1,10,"fish","undifferentiated","-20 degC",NA,"Plastic Bag","Fish","Fish"
"313","in2020_v08",22,48,"Fish",NA,1,5,"different","species","-20 degC",NA,"Plastic Bag","Fish","Fish"
"314","in2020_v08",22,52,"Larval Fish",NA,0.5,4,"weight",NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"315","in2020_v08",23,13,"Larval Fish",NA,0.5,6,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish"
"316","in2020_v08",25,31,"Larval Fish",NA,0.5,5,"wet","weight","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"317","in2020_v08",26,6,"Larval Fish",NA,0.5,1,"white","larval",NA,"discarded onboard",NA,"Fish","Fish"
"318","in2020_v08",27,5,"Larval Fish",NA,0.5,15,"1.2-1.5","cm","Ambient","Formaldehyde",NA,"Fish","Fish"
"319","in2020_v08",27,32,"Larval Fish",NA,0.5,36,"all","~1.2-1.5","Ambient","Ethanol 70%",NA,"Fish","Fish"
"320","in2020_v08",29,54,"Larval Fish",NA,0.5,5,NA,NA,"Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"321","in2020_v08",29,62,"Larval Fish",NA,0.5,4,NA,NA,"Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"322","in2020_v08",31,11,"Larval Fish",NA,0.5,10,"<","1","Ambient","Ethanol 70%","McCarthy Vial","Fish","Fish"
"323","in2020_v08",31,31,"Larval Fish",NA,0.5,11,"<","1","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"324","in2020_v08",33,12,"Larval Fish",NA,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Fish","Fish"
"325","in2020_v08",34,12,"Larval Fish",NA,0.5,8,NA,NA,"Ambient","Formaldehyde",NA,"Fish","Fish"
"326","in2020_v08",34,31,"Larval Fish",NA,0.5,6,"Long","clear","Ambient","Formaldehyde",NA,"Fish","Fish"
"327","in2020_v08",34,38,"Larval Fish",NA,NA,NA,"Subsample","See","Ambient","Ethanol 70%",NA,"Fish","Fish"
"328","in2020_v08",34,39,"Larval Fish",NA,NA,NA,"subsample","See","Ambient","Ethanol 70%",NA,"Fish","Fish"
"329","in2020_v08",35,34,"Larval Fish",NA,0.5,11,NA,NA,"Ambient","Formaldehyde",NA,"Fish","Fish"
"330","in2020_v08",35,75,"Larval Fish",NA,NA,NA,"subsample","See","Ambient","Ethanol 70%",NA,"Fish","Fish"
"331","in2020_v08",36,60,"Larval Fish",NA,0.5,11,NA,NA,"-20 degC",NA,NA,"Fish","Fish"
"332","in2020_v08",37,13,"Larval Fish",NA,NA,106,NA,NA,"Ambient","Ethanol 70%",NA,"Fish","Fish"
"333","in2020_v08",37,44,"Larval Fish",NA,NA,NA,"subsample","of","Ambient","Formaldehyde",NA,"Fish","Fish"
"334","in2020_v08",39,8,"Larval Fish",NA,0.5,13,"White","larval","-20 degC",NA,NA,"Fish","Fish"
"335","in2020_v08",40,39,"Larval Fish",NA,1,22,NA,NA,NA,"Formaldehyde",NA,"Fish","Fish"
"336","in2020_v08",42,23,"Larval Fish",NA,0.5,1,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Fish","Fish"
"337","in2020_v08",44,12,"Larval Fish",NA,0.5,6,"<","1","-20 degC",NA,"Plastic Bag","Fish","Fish"
"338","in2020_v08",45,23,"Larval Fish",NA,0.5,1,"white",NA,NA,"discarded onboard",NA,"Fish","Fish"
"339","in2020_v08",46,28,"Larval Fish",NA,0.5,5,NA,NA,"Ambient","Formaldehyde",NA,"Fish","Fish"
"340","in2020_v08",49,5,"Larval Fish",NA,1,42,NA,NA,"Ambient","Formaldehyde",NA,"Fish","Fish"
"341","in2020_v08",49,6,"Larval Fish",NA,1,42,NA,NA,"Ambient","Ethanol 70%",NA,"Fish","Fish"
"342","in2020_v08",53,10,"Larval Fish",NA,0.5,12,NA,NA,NA,"discarded onboard",NA,"Fish","Fish"
